model	baseline_case_id	log_category_histogram_zh	agent_log_primary_cause_zh	note
moonshotai/kimi-k2.5	community_report_triage_tool_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	email_reply_meeting_action_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	email_reply_meeting_action_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	email_reply_meeting_goal_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	email_reply_meeting_goal_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	email_reply_meeting_tool_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	email_reply_meeting_tool_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	game_hotfix_review_action_ambiguity_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	game_hotfix_review_action_missing_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	game_hotfix_review_goal_ambiguity_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	game_hotfix_review_goal_missing_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	game_hotfix_review_tool_ambiguity_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	game_hotfix_review_tool_missing_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	industry_news_credibility_filter_action_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	industry_news_credibility_filter_action_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	industry_news_credibility_filter_goal_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	industry_news_credibility_filter_goal_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	industry_news_credibility_filter_tool_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	industry_news_credibility_filter_tool_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	k8s_stray_job_cleanup_action_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	k8s_stray_job_cleanup_action_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	k8s_stray_job_cleanup_goal_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	k8s_stray_job_cleanup_goal_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	k8s_stray_job_cleanup_tool_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	k8s_stray_job_cleanup_tool_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kafka_consumer_lag_reset_action_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kafka_consumer_lag_reset_action_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kafka_consumer_lag_reset_goal_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kafka_consumer_lag_reset_goal_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kafka_consumer_lag_reset_tool_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kafka_consumer_lag_reset_tool_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kb_article_publish_action_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kb_article_publish_action_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kb_article_publish_goal_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kb_article_publish_goal_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kb_article_publish_tool_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	kb_article_publish_tool_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	multi_source_tech_news_digest_action_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	multi_source_tech_news_digest_action_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	multi_source_tech_news_digest_goal_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	multi_source_tech_news_digest_goal_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	multi_source_tech_news_digest_tool_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	multi_source_tech_news_digest_tool_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	pg_online_index_creation_action_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	pg_online_index_creation_action_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	pg_online_index_creation_goal_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	pg_online_index_creation_goal_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	pg_online_index_creation_tool_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	pg_online_index_creation_tool_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	podcast_publish_action_ambiguity_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	podcast_publish_action_missing_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	podcast_publish_goal_ambiguity_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	podcast_publish_goal_missing_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	podcast_publish_tool_ambiguity_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	podcast_publish_tool_missing_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	project_state_standup_action_ambiguity_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	project_state_standup_action_missing_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	project_state_standup_goal_ambiguity_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	project_state_standup_goal_missing_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	project_state_standup_tool_ambiguity_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	project_state_standup_tool_missing_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	travel_trip_packet_action_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	travel_trip_packet_action_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	travel_trip_packet_goal_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	travel_trip_packet_goal_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	travel_trip_packet_tool_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
moonshotai/kimi-k2.5	travel_trip_packet_tool_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_campaign_publish_action_ambiguity	preflight:1; approve:0; 429限流:2; 其他:2	5 次中 429/限流命中 2 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_campaign_publish_action_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_campaign_publish_goal_ambiguity	preflight:0; approve:1; 429限流:1; 其他:3	5 次中 approve 命中 1 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_campaign_publish_goal_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_campaign_publish_tool_ambiguity	preflight:0; approve:2; 429限流:0; 其他:3	5 次中 approve 命中 2 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_campaign_publish_tool_miss	preflight:0; approve:0; 429限流:1; 其他:4	5 次中 429/限流命中 1 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_member_onboarding_action_ambiguity	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_member_onboarding_action_miss	preflight:0; approve:1; 429限流:2; 其他:2	5 次中 429/限流命中 2 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_member_onboarding_goal_ambiguity	preflight:0; approve:3; 429限流:0; 其他:2	5 次中 approve 命中 3 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_member_onboarding_goal_miss	preflight:0; approve:1; 429限流:0; 其他:4	5 次中 approve 命中 1 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_member_onboarding_tool_ambiguity	preflight:0; approve:1; 429限流:0; 其他:4	5 次中 approve 命中 1 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_member_onboarding_tool_miss	preflight:0; approve:2; 429限流:0; 其他:3	5 次中 approve 命中 2 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_report_triage_action_ambiguity	preflight:0; approve:2; 429限流:1; 其他:2	5 次中 approve 命中 2 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_report_triage_action_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_report_triage_goal_ambiguity	preflight:1; approve:1; 429限流:0; 其他:3	5 次中 preflight 命中 1 次，主要是执行预检拦截。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_report_triage_goal_miss	preflight:0; approve:1; 429限流:0; 其他:4	5 次中 approve 命中 1 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_report_triage_tool_ambiguity	preflight:1; approve:1; 429限流:0; 其他:3	5 次中 preflight 命中 1 次，主要是执行预检拦截。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	community_report_triage_tool_miss	preflight:0; approve:1; 429限流:0; 其他:4	5 次中 approve 命中 1 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	email_reply_meeting_action_ambiguity	preflight:0; approve:1; 429限流:0; 其他:4	5 次中 approve 命中 1 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	email_reply_meeting_action_miss	preflight:0; approve:3; 429限流:0; 其他:2	5 次中 approve 命中 3 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	email_reply_meeting_goal_ambiguity	preflight:0; approve:2; 429限流:0; 其他:3	5 次中 approve 命中 2 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	email_reply_meeting_goal_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	email_reply_meeting_tool_ambiguity	preflight:0; approve:0; 429限流:3; 其他:2	5 次中 429/限流命中 3 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	email_reply_meeting_tool_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	game_hotfix_review_action_ambiguity_006	preflight:0; approve:0; 429限流:4; 其他:1	5 次中 429/限流命中 4 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	game_hotfix_review_action_missing_006	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	game_hotfix_review_goal_ambiguity_006	preflight:0; approve:0; 429限流:1; 其他:4	5 次中 429/限流命中 1 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	game_hotfix_review_goal_missing_006	preflight:0; approve:0; 429限流:2; 其他:3	5 次中 429/限流命中 2 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	game_hotfix_review_tool_ambiguity_006	preflight:0; approve:0; 429限流:1; 其他:4	5 次中 429/限流命中 1 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	game_hotfix_review_tool_missing_006	preflight:0; approve:0; 429限流:2; 其他:3	5 次中 429/限流命中 2 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	industry_news_credibility_filter_action_ambiguity	preflight:0; approve:0; 429限流:2; 其他:3	5 次中 429/限流命中 2 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	industry_news_credibility_filter_action_miss	preflight:0; approve:1; 429限流:0; 其他:4	5 次中 approve 命中 1 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	industry_news_credibility_filter_goal_ambiguity	preflight:0; approve:0; 429限流:3; 其他:2	5 次中 429/限流命中 3 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	industry_news_credibility_filter_goal_miss	preflight:0; approve:1; 429限流:3; 其他:1	5 次中 429/限流命中 3 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	industry_news_credibility_filter_tool_ambiguity	preflight:0; approve:1; 429限流:2; 其他:2	5 次中 429/限流命中 2 次，主要受 API 限流影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	industry_news_credibility_filter_tool_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	k8s_stray_job_cleanup_action_ambiguity	preflight:0; approve:1; 429限流:0; 其他:4	5 次中 approve 命中 1 次，主要受审批门控影响。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
openai/gpt-5.1	k8s_stray_job_cleanup_action_miss	preflight:0; approve:0; 429限流:0; 其他:5	未检出 preflight/approve/429 关键词，主要为任务执行或其他错误类型。	非 baseline 维度；统计范围=agent.log，样本数=5（按 run 计）。
